SERIAL_CODE,MACHINE_ID,OPERATER,DAY_TIME,STATUS
258968,TPP2,OPE02,2/27/2020 0:01:55,3
258967,TPP2,OPE02,2/27/2020 0:00:59,1
258966,TPP2,OPE02,2/27/2020 0:00:55,3
258965,TPP2,OPE02,2/27/2020 0:00:46,5
258964,TPP2,OPE02,2/27/2020 0:00:41,2
258963,TPP2,OPE02,2/27/2020 0:00:37,3
258962,TPP2,OPE02,2/26/2020 23:59:40,1
258961,TPP2,OPE02,2/26/2020 23:59:36,3
258960,TPP2,OPE02,2/26/2020 23:59:25,5
258959,TPP2,OPE02,2/26/2020 23:59:20,2
373644,TPP1,OPE01,2/26/2020 23:59:07,1
373643,TPP1,OPE01,2/26/2020 23:59:04,3
258958,TPP2,OPE02,2/26/2020 23:59:04,3
373642,TPP1,OPE01,2/26/2020 23:58:52,5
373641,TPP1,OPE01,2/26/2020 23:58:47,2
373640,TPP1,OPE01,2/26/2020 23:58:35,3
258957,TPP2,OPE02,2/26/2020 23:58:07,1
258956,TPP2,OPE02,2/26/2020 23:58:03,3
258955,TPP2,OPE02,2/26/2020 23:57:53,5
258954,TPP2,OPE02,2/26/2020 23:57:48,2
258953,TPP2,OPE02,2/26/2020 23:57:03,3
258952,TPP2,OPE02,2/26/2020 23:56:06,1
258951,TPP2,OPE02,2/26/2020 23:56:03,3
258950,TPP2,OPE02,2/26/2020 23:55:55,5
258949,TPP2,OPE02,2/26/2020 23:55:50,2
258948,TPP2,OPE02,2/26/2020 23:55:48,3
258947,TPP2,OPE02,2/26/2020 23:54:52,1
258946,TPP2,OPE02,2/26/2020 23:54:47,3
258945,TPP2,OPE02,2/26/2020 23:54:39,5
258944,TPP2,OPE02,2/26/2020 23:54:34,2
258943,TPP2,OPE02,2/26/2020 23:54:31,3
258942,TPP2,OPE02,2/26/2020 23:53:34,1
258941,TPP2,OPE02,2/26/2020 23:53:30,3
258940,TPP2,OPE02,2/26/2020 23:52:57,5
258939,TPP2,OPE02,2/26/2020 23:52:51,2
258938,TPP2,OPE02,2/26/2020 23:52:41,3
373639,TPP1,OPE01,2/26/2020 23:52:02,1
373638,TPP1,OPE01,2/26/2020 23:51:57,3
373637,TPP1,OPE01,2/26/2020 23:51:45,5
373636,TPP1,OPE01,2/26/2020 23:51:40,2
258937,TPP2,OPE02,2/26/2020 23:51:28,1
258936,TPP2,OPE02,2/26/2020 23:51:25,3
373635,TPP1,OPE01,2/26/2020 23:44:08,3
373634,TPP1,OPE01,2/26/2020 23:37:34,1
373633,TPP1,OPE01,2/26/2020 23:37:31,3
373632,TPP1,OPE01,2/26/2020 23:37:22,5
373631,TPP1,OPE01,2/26/2020 23:37:17,2
373630,TPP1,OPE01,2/26/2020 23:33:34,3
258935,TPP2,OPE02,2/26/2020 23:31:29,5
258934,TPP2,OPE02,2/26/2020 23:31:24,2
258933,TPP2,OPE02,2/26/2020 23:31:20,3
258932,TPP2,OPE02,2/26/2020 23:30:30,1
258931,TPP2,OPE02,2/26/2020 23:30:23,3
258930,TPP2,OPE02,2/26/2020 23:30:18,2
258929,TPP2,OPE02,2/26/2020 23:30:11,3
258928,TPP2,OPE02,2/26/2020 23:29:21,1
258927,TPP2,OPE02,2/26/2020 23:29:15,3
258926,TPP2,OPE02,2/26/2020 23:29:14,5
258925,TPP2,OPE02,2/26/2020 23:29:09,2
258924,TPP2,OPE02,2/26/2020 23:28:54,3
258923,TPP2,OPE02,2/26/2020 23:28:04,1
258922,TPP2,OPE02,2/26/2020 23:27:57,3
258921,TPP2,OPE02,2/26/2020 23:27:57,3
258920,TPP2,OPE02,2/26/2020 23:27:52,2
258919,TPP2,OPE02,2/26/2020 23:27:09,3
373629,TPP1,OPE01,2/26/2020 23:27:00,1
373628,TPP1,OPE01,2/26/2020 23:26:56,3
373627,TPP1,OPE01,2/26/2020 23:26:43,5
373626,TPP1,OPE01,2/26/2020 23:26:39,2
258918,TPP2,OPE02,2/26/2020 23:26:19,1
258917,TPP2,OPE02,2/26/2020 23:26:13,3
258916,TPP2,OPE02,2/26/2020 23:26:08,2
258915,TPP2,OPE02,2/26/2020 23:26:03,3
373625,TPP1,OPE01,2/26/2020 23:25:55,3
258914,TPP2,OPE02,2/26/2020 23:25:12,1
258913,TPP2,OPE02,2/26/2020 23:25:07,3
258912,TPP2,OPE02,2/26/2020 23:25:05,5
258911,TPP2,OPE02,2/26/2020 23:25:00,2
258910,TPP2,OPE02,2/26/2020 23:24:52,3
258909,TPP2,OPE02,2/26/2020 23:24:01,1
258908,TPP2,OPE02,2/26/2020 23:23:55,3
258907,TPP2,OPE02,2/26/2020 23:23:54,5
258906,TPP2,OPE02,2/26/2020 23:23:49,2
258905,TPP2,OPE02,2/26/2020 23:23:38,3
258904,TPP2,OPE02,2/26/2020 23:22:48,1
258903,TPP2,OPE02,2/26/2020 23:22:42,3
258902,TPP2,OPE02,2/26/2020 23:22:37,2
258901,TPP2,OPE02,2/26/2020 23:22:34,3
258900,TPP2,OPE02,2/26/2020 23:21:44,1
258899,TPP2,OPE02,2/26/2020 23:21:38,3
258898,TPP2,OPE02,2/26/2020 23:21:37,5
258897,TPP2,OPE02,2/26/2020 23:21:32,2
258896,TPP2,OPE02,2/26/2020 23:21:19,3
258895,TPP2,OPE02,2/26/2020 23:20:28,1
258894,TPP2,OPE02,2/26/2020 23:20:21,3
258893,TPP2,OPE02,2/26/2020 23:20:20,5
258892,TPP2,OPE02,2/26/2020 23:20:15,2
258891,TPP2,OPE02,2/26/2020 23:19:28,3
373624,TPP1,OPE01,2/26/2020 23:19:21,1
373623,TPP1,OPE01,2/26/2020 23:19:18,3
373622,TPP1,OPE01,2/26/2020 23:19:01,5
373621,TPP1,OPE01,2/26/2020 23:18:56,2
373620,TPP1,OPE01,2/26/2020 23:18:37,3
258890,TPP2,OPE02,2/26/2020 23:18:37,1
258889,TPP2,OPE02,2/26/2020 23:18:31,3
258888,TPP2,OPE02,2/26/2020 23:18:30,5
258887,TPP2,OPE02,2/26/2020 23:18:26,2
258886,TPP2,OPE02,2/26/2020 23:18:20,3
258885,TPP2,OPE02,2/26/2020 23:17:29,1
258884,TPP2,OPE02,2/26/2020 23:17:23,3
258883,TPP2,OPE02,2/26/2020 23:17:18,2
258882,TPP2,OPE02,2/26/2020 23:17:13,3
258881,TPP2,OPE02,2/26/2020 23:16:23,1
258880,TPP2,OPE02,2/26/2020 23:16:17,3
258879,TPP2,OPE02,2/26/2020 23:16:12,2
258878,TPP2,OPE02,2/26/2020 23:16:09,3
258877,TPP2,OPE02,2/26/2020 23:15:18,1
258876,TPP2,OPE02,2/26/2020 23:15:13,3
258875,TPP2,OPE02,2/26/2020 23:15:08,2
258874,TPP2,OPE02,2/26/2020 23:14:59,3
258873,TPP2,OPE02,2/26/2020 23:14:09,1
258872,TPP2,OPE02,2/26/2020 23:14:03,3
258871,TPP2,OPE02,2/26/2020 23:14:02,5
258870,TPP2,OPE02,2/26/2020 23:13:57,2
258869,TPP2,OPE02,2/26/2020 23:13:53,3
258868,TPP2,OPE02,2/26/2020 23:13:02,1
258867,TPP2,OPE02,2/26/2020 23:12:57,3
258866,TPP2,OPE02,2/26/2020 23:12:56,5
258865,TPP2,OPE02,2/26/2020 23:12:51,2
258864,TPP2,OPE02,2/26/2020 23:12:12,3
373619,TPP1,OPE01,2/26/2020 23:12:03,1
373618,TPP1,OPE01,2/26/2020 23:11:59,3
373617,TPP1,OPE01,2/26/2020 23:11:47,5
373616,TPP1,OPE01,2/26/2020 23:11:42,2
258863,TPP2,OPE02,2/26/2020 23:11:22,1
258862,TPP2,OPE02,2/26/2020 23:11:15,3
258861,TPP2,OPE02,2/26/2020 23:11:13,5
258860,TPP2,OPE02,2/26/2020 23:11:08,2
373615,TPP1,OPE01,2/26/2020 23:11:05,3
258859,TPP2,OPE02,2/26/2020 23:11:03,3
258858,TPP2,OPE02,2/26/2020 23:10:13,1
258857,TPP2,OPE02,2/26/2020 23:10:06,3
258856,TPP2,OPE02,2/26/2020 23:10:05,5
258855,TPP2,OPE02,2/26/2020 23:10:00,2
258854,TPP2,OPE02,2/26/2020 23:09:55,3
258853,TPP2,OPE02,2/26/2020 23:09:04,1
258852,TPP2,OPE02,2/26/2020 23:08:58,3
258851,TPP2,OPE02,2/26/2020 23:08:53,2
258850,TPP2,OPE02,2/26/2020 23:08:43,3
258849,TPP2,OPE02,2/26/2020 23:07:52,1
258848,TPP2,OPE02,2/26/2020 23:07:45,3
258847,TPP2,OPE02,2/26/2020 23:07:41,2
258846,TPP2,OPE02,2/26/2020 23:07:33,3
258845,TPP2,OPE02,2/26/2020 23:06:42,1
258844,TPP2,OPE02,2/26/2020 23:06:36,3
258843,TPP2,OPE02,2/26/2020 23:06:31,2
258842,TPP2,OPE02,2/26/2020 23:06:20,3
258841,TPP2,OPE02,2/26/2020 23:05:30,1
258840,TPP2,OPE02,2/26/2020 23:05:24,3
258838,TPP2,OPE02,2/26/2020 23:05:18,3
258839,TPP2,OPE02,2/26/2020 23:05:18,3
258837,TPP2,OPE02,2/26/2020 23:04:40,3
373614,TPP1,OPE01,2/26/2020 23:04:31,1
373613,TPP1,OPE01,2/26/2020 23:04:28,3
373612,TPP1,OPE01,2/26/2020 23:04:15,5
373611,TPP1,OPE01,2/26/2020 23:04:10,2
373610,TPP1,OPE01,2/26/2020 23:03:59,3
258836,TPP2,OPE02,2/26/2020 23:03:50,1
258835,TPP2,OPE02,2/26/2020 23:03:44,3
258834,TPP2,OPE02,2/26/2020 23:03:42,5
258833,TPP2,OPE02,2/26/2020 23:03:37,2
258832,TPP2,OPE02,2/26/2020 23:03:24,3
258831,TPP2,OPE02,2/26/2020 23:02:33,1
258830,TPP2,OPE02,2/26/2020 23:02:26,3
258829,TPP2,OPE02,2/26/2020 23:02:21,2
258828,TPP2,OPE02,2/26/2020 23:02:00,3
258827,TPP2,OPE02,2/26/2020 23:01:10,1
258826,TPP2,OPE02,2/26/2020 23:01:00,3
258825,TPP2,OPE02,2/26/2020 23:00:55,2
258824,TPP2,OPE02,2/26/2020 23:00:52,3
258823,TPP2,OPE02,2/26/2020 23:00:01,1
258821,TPP2,OPE02,2/26/2020 22:59:55,3
258822,TPP2,OPE02,2/26/2020 22:59:55,3
258820,TPP2,OPE02,2/26/2020 22:59:50,2
258819,TPP2,OPE02,2/26/2020 22:59:26,3
258818,TPP2,OPE02,2/26/2020 22:58:35,1
258817,TPP2,OPE02,2/26/2020 22:58:28,3
258816,TPP2,OPE02,2/26/2020 22:58:23,2
258815,TPP2,OPE02,2/26/2020 22:57:31,3
373609,TPP1,OPE01,2/26/2020 22:57:25,1
373608,TPP1,OPE01,2/26/2020 22:57:21,3
373607,TPP1,OPE01,2/26/2020 22:57:19,2
373606,TPP1,OPE01,2/26/2020 22:57:18,2
373605,TPP1,OPE01,2/26/2020 22:57:05,5
373604,TPP1,OPE01,2/26/2020 22:57:00,2
258814,TPP2,OPE02,2/26/2020 22:56:41,1
258813,TPP2,OPE02,2/26/2020 22:56:35,3
258812,TPP2,OPE02,2/26/2020 22:56:31,2
258811,TPP2,OPE02,2/26/2020 22:56:27,3
373603,TPP1,OPE01,2/26/2020 22:56:04,3
258810,TPP2,OPE02,2/26/2020 22:55:37,1
258809,TPP2,OPE02,2/26/2020 22:55:30,3
258808,TPP2,OPE02,2/26/2020 22:55:25,2
258807,TPP2,OPE02,2/26/2020 22:55:00,3
258806,TPP2,OPE02,2/26/2020 22:54:10,1
258805,TPP2,OPE02,2/26/2020 22:54:04,3
258804,TPP2,OPE02,2/26/2020 22:54:02,5
258803,TPP2,OPE02,2/26/2020 22:53:57,2
258802,TPP2,OPE02,2/26/2020 22:53:40,3
258801,TPP2,OPE02,2/26/2020 22:52:50,1
258800,TPP2,OPE02,2/26/2020 22:52:43,3
258799,TPP2,OPE02,2/26/2020 22:52:42,2
258798,TPP2,OPE02,2/26/2020 22:52:38,3
258797,TPP2,OPE02,2/26/2020 22:52:37,5
258796,TPP2,OPE02,2/26/2020 22:52:32,2
258795,TPP2,OPE02,2/26/2020 22:52:29,3
258794,TPP2,OPE02,2/26/2020 22:51:38,1
258793,TPP2,OPE02,2/26/2020 22:51:32,3
258792,TPP2,OPE02,2/26/2020 22:51:27,2
258791,TPP2,OPE02,2/26/2020 22:51:18,3
258790,TPP2,OPE02,2/26/2020 22:50:28,1
258789,TPP2,OPE02,2/26/2020 22:50:22,3
258788,TPP2,OPE02,2/26/2020 22:50:17,2
258787,TPP2,OPE02,2/26/2020 22:49:43,3
373602,TPP1,OPE01,2/26/2020 22:49:30,1
373601,TPP1,OPE01,2/26/2020 22:49:28,3
373600,TPP1,OPE01,2/26/2020 22:49:16,5
373599,TPP1,OPE01,2/26/2020 22:49:11,2
258786,TPP2,OPE02,2/26/2020 22:48:52,1
258785,TPP2,OPE02,2/26/2020 22:48:47,3
373598,TPP1,OPE01,2/26/2020 22:48:45,3
258784,TPP2,OPE02,2/26/2020 22:48:42,2
258783,TPP2,OPE02,2/26/2020 22:48:28,3
258782,TPP2,OPE02,2/26/2020 22:47:38,1
258781,TPP2,OPE02,2/26/2020 22:47:32,3
258780,TPP2,OPE02,2/26/2020 22:47:27,2
258779,TPP2,OPE02,2/26/2020 22:47:18,3
258778,TPP2,OPE02,2/26/2020 22:46:27,1
258777,TPP2,OPE02,2/26/2020 22:46:21,3
258776,TPP2,OPE02,2/26/2020 22:46:17,2
258775,TPP2,OPE02,2/26/2020 22:46:04,3
258774,TPP2,OPE02,2/26/2020 22:45:14,1
258773,TPP2,OPE02,2/26/2020 22:45:08,3
258772,TPP2,OPE02,2/26/2020 22:45:03,2
258771,TPP2,OPE02,2/26/2020 22:44:55,3
258770,TPP2,OPE02,2/26/2020 22:44:04,1
258769,TPP2,OPE02,2/26/2020 22:43:58,3
258768,TPP2,OPE02,2/26/2020 22:43:57,5
258767,TPP2,OPE02,2/26/2020 22:43:52,2
258766,TPP2,OPE02,2/26/2020 22:43:26,3
258765,TPP2,OPE02,2/26/2020 22:42:36,1
258763,TPP2,OPE02,2/26/2020 22:42:29,3
258764,TPP2,OPE02,2/26/2020 22:42:29,3
258762,TPP2,OPE02,2/26/2020 22:42:24,2
373597,TPP1,OPE01,2/26/2020 22:42:11,1
258761,TPP2,OPE02,2/26/2020 22:41:00,3
373596,TPP1,OPE01,2/26/2020 22:40:38,3
373595,TPP1,OPE01,2/26/2020 22:40:27,5
373594,TPP1,OPE01,2/26/2020 22:40:22,2
258760,TPP2,OPE02,2/26/2020 22:40:09,1
258759,TPP2,OPE02,2/26/2020 22:40:03,3
258758,TPP2,OPE02,2/26/2020 22:39:59,2
258757,TPP2,OPE02,2/26/2020 22:39:55,3
373593,TPP1,OPE01,2/26/2020 22:39:48,3
258756,TPP2,OPE02,2/26/2020 22:39:05,1
258755,TPP2,OPE02,2/26/2020 22:38:59,3
258754,TPP2,OPE02,2/26/2020 22:38:58,5
258753,TPP2,OPE02,2/26/2020 22:38:53,2
258752,TPP2,OPE02,2/26/2020 22:38:50,3
258751,TPP2,OPE02,2/26/2020 22:37:59,1
258750,TPP2,OPE02,2/26/2020 22:37:52,3
258749,TPP2,OPE02,2/26/2020 22:37:51,5
258748,TPP2,OPE02,2/26/2020 22:37:46,2
294814,TPP3,OPE03,2/26/2020 22:37:03,6
325088,TPP4,OPE04,2/26/2020 22:36:30,6
258747,TPP2,OPE02,2/26/2020 22:36:21,3
258746,TPP2,OPE02,2/26/2020 22:35:30,1
258745,TPP2,OPE02,2/26/2020 22:35:24,3
258744,TPP2,OPE02,2/26/2020 22:35:23,3
258743,TPP2,OPE02,2/26/2020 22:35:18,2
258742,TPP2,OPE02,2/26/2020 22:35:13,3
258741,TPP2,OPE02,2/26/2020 22:34:22,1
258740,TPP2,OPE02,2/26/2020 22:34:16,3
258739,TPP2,OPE02,2/26/2020 22:34:11,2
258738,TPP2,OPE02,2/26/2020 22:33:20,3
373592,TPP1,OPE01,2/26/2020 22:33:14,1
373591,TPP1,OPE01,2/26/2020 22:33:10,3
373590,TPP1,OPE01,2/26/2020 22:32:55,5
373589,TPP1,OPE01,2/26/2020 22:32:51,2
258737,TPP2,OPE02,2/26/2020 22:32:30,1
258736,TPP2,OPE02,2/26/2020 22:32:24,3
258735,TPP2,OPE02,2/26/2020 22:32:23,5
258734,TPP2,OPE02,2/26/2020 22:32:18,2
258733,TPP2,OPE02,2/26/2020 22:32:13,3
373588,TPP1,OPE01,2/26/2020 22:32:12,3
258732,TPP2,OPE02,2/26/2020 22:31:22,1
258731,TPP2,OPE02,2/26/2020 22:31:15,3
258730,TPP2,OPE02,2/26/2020 22:31:10,2
258729,TPP2,OPE02,2/26/2020 22:31:03,3
258728,TPP2,OPE02,2/26/2020 22:30:13,1
258726,TPP2,OPE02,2/26/2020 22:30:04,3
258727,TPP2,OPE02,2/26/2020 22:30:04,3
258725,TPP2,OPE02,2/26/2020 22:29:59,2
258724,TPP2,OPE02,2/26/2020 22:29:55,3
258723,TPP2,OPE02,2/26/2020 22:29:04,1
258722,TPP2,OPE02,2/26/2020 22:28:57,3
258721,TPP2,OPE02,2/26/2020 22:28:57,3
258720,TPP2,OPE02,2/26/2020 22:28:52,2
258719,TPP2,OPE02,2/26/2020 22:28:49,3
258718,TPP2,OPE02,2/26/2020 22:27:58,1
258717,TPP2,OPE02,2/26/2020 22:27:52,3
258716,TPP2,OPE02,2/26/2020 22:27:52,3
258715,TPP2,OPE02,2/26/2020 22:27:47,2
258714,TPP2,OPE02,2/26/2020 22:27:26,3
258713,TPP2,OPE02,2/26/2020 22:26:35,1
258712,TPP2,OPE02,2/26/2020 22:26:29,3
258711,TPP2,OPE02,2/26/2020 22:26:28,5
258710,TPP2,OPE02,2/26/2020 22:26:23,2
258709,TPP2,OPE02,2/26/2020 22:25:39,3
373587,TPP1,OPE01,2/26/2020 22:25:39,1
373586,TPP1,OPE01,2/26/2020 22:25:38,1
373585,TPP1,OPE01,2/26/2020 22:25:35,4
373584,TPP1,OPE01,2/26/2020 22:25:30,1
373583,TPP1,OPE01,2/26/2020 22:25:24,3
373582,TPP1,OPE01,2/26/2020 22:25:14,5
373581,TPP1,OPE01,2/26/2020 22:25:09,2
258708,TPP2,OPE02,2/26/2020 22:24:49,1
258707,TPP2,OPE02,2/26/2020 22:24:43,3
258706,TPP2,OPE02,2/26/2020 22:24:38,2
258705,TPP2,OPE02,2/26/2020 22:12:38,3
258704,TPP2,OPE02,2/26/2020 22:11:48,1
258703,TPP2,OPE02,2/26/2020 22:11:43,3
258702,TPP2,OPE02,2/26/2020 22:11:39,2
258701,TPP2,OPE02,2/26/2020 22:11:36,3
258700,TPP2,OPE02,2/26/2020 22:10:46,1
258699,TPP2,OPE02,2/26/2020 22:10:40,3
258698,TPP2,OPE02,2/26/2020 22:10:36,2
258697,TPP2,OPE02,2/26/2020 22:10:32,3
258696,TPP2,OPE02,2/26/2020 22:09:42,1
258695,TPP2,OPE02,2/26/2020 22:09:36,3
258694,TPP2,OPE02,2/26/2020 22:09:35,5
258693,TPP2,OPE02,2/26/2020 22:09:30,2
258692,TPP2,OPE02,2/26/2020 22:09:20,3
258691,TPP2,OPE02,2/26/2020 22:08:29,1
258690,TPP2,OPE02,2/26/2020 22:08:24,3
258689,TPP2,OPE02,2/26/2020 22:08:23,3
373580,TPP1,OPE01,2/26/2020 22:08:22,3
258688,TPP2,OPE02,2/26/2020 22:08:18,2
258687,TPP2,OPE02,2/26/2020 22:08:15,3
258686,TPP2,OPE02,2/26/2020 22:07:25,1
258685,TPP2,OPE02,2/26/2020 22:07:19,3
258684,TPP2,OPE02,2/26/2020 22:07:16,2
258683,TPP2,OPE02,2/26/2020 22:07:12,3
258682,TPP2,OPE02,2/26/2020 22:06:21,1
258681,TPP2,OPE02,2/26/2020 22:06:15,3
258680,TPP2,OPE02,2/26/2020 22:06:10,2
258679,TPP2,OPE02,2/26/2020 22:06:04,3
258678,TPP2,OPE02,2/26/2020 22:05:14,1
258677,TPP2,OPE02,2/26/2020 22:05:06,3
258676,TPP2,OPE02,2/26/2020 22:05:02,2
258675,TPP2,OPE02,2/26/2020 22:04:41,3
258674,TPP2,OPE02,2/26/2020 22:03:51,1
258673,TPP2,OPE02,2/26/2020 22:03:45,3
258672,TPP2,OPE02,2/26/2020 22:03:45,3
258671,TPP2,OPE02,2/26/2020 22:03:40,2
258670,TPP2,OPE02,2/26/2020 22:03:35,3
258669,TPP2,OPE02,2/26/2020 22:02:45,1
258668,TPP2,OPE02,2/26/2020 22:02:39,3
258667,TPP2,OPE02,2/26/2020 22:02:34,2
258666,TPP2,OPE02,2/26/2020 22:02:01,3
373579,TPP1,OPE01,2/26/2020 22:01:48,1
373578,TPP1,OPE01,2/26/2020 22:01:44,3
373577,TPP1,OPE01,2/26/2020 22:01:34,5
373576,TPP1,OPE01,2/26/2020 22:01:29,2
258665,TPP2,OPE02,2/26/2020 22:01:10,1
258664,TPP2,OPE02,2/26/2020 22:01:05,3
258663,TPP2,OPE02,2/26/2020 22:01:00,2
373575,TPP1,OPE01,2/26/2020 22:01:00,3
258662,TPP2,OPE02,2/26/2020 22:00:58,3
258661,TPP2,OPE02,2/26/2020 22:00:07,1
258660,TPP2,OPE02,2/26/2020 22:00:01,3
258659,TPP2,OPE02,2/26/2020 22:00:01,3
258658,TPP2,OPE02,2/26/2020 21:59:56,2
258657,TPP2,OPE02,2/26/2020 21:59:52,3
258656,TPP2,OPE02,2/26/2020 21:59:02,1
258655,TPP2,OPE02,2/26/2020 21:58:56,3
258654,TPP2,OPE02,2/26/2020 21:58:51,2
258653,TPP2,OPE02,2/26/2020 21:58:44,3
258652,TPP2,OPE02,2/26/2020 21:57:53,1
258651,TPP2,OPE02,2/26/2020 21:57:47,3
258650,TPP2,OPE02,2/26/2020 21:57:46,5
258649,TPP2,OPE02,2/26/2020 21:57:41,2
258648,TPP2,OPE02,2/26/2020 21:57:37,3
258647,TPP2,OPE02,2/26/2020 21:56:46,1
258646,TPP2,OPE02,2/26/2020 21:56:40,3
258645,TPP2,OPE02,2/26/2020 21:56:39,5
258644,TPP2,OPE02,2/26/2020 21:56:34,2
258643,TPP2,OPE02,2/26/2020 21:56:16,3
258642,TPP2,OPE02,2/26/2020 21:55:26,1
258641,TPP2,OPE02,2/26/2020 21:55:19,3
258640,TPP2,OPE02,2/26/2020 21:55:15,2
258639,TPP2,OPE02,2/26/2020 21:54:38,3
373574,TPP1,OPE01,2/26/2020 21:54:26,1
373573,TPP1,OPE01,2/26/2020 21:54:23,3
373572,TPP1,OPE01,2/26/2020 21:54:11,5
373571,TPP1,OPE01,2/26/2020 21:54:06,2
258638,TPP2,OPE02,2/26/2020 21:53:48,1
258637,TPP2,OPE02,2/26/2020 21:53:42,3
258636,TPP2,OPE02,2/26/2020 21:53:37,2
258635,TPP2,OPE02,2/26/2020 21:53:34,3
258634,TPP2,OPE02,2/26/2020 21:52:43,1
258633,TPP2,OPE02,2/26/2020 21:52:38,3
258632,TPP2,OPE02,2/26/2020 21:52:38,3
258631,TPP2,OPE02,2/26/2020 21:52:33,2
258630,TPP2,OPE02,2/26/2020 21:52:00,3
373570,TPP1,OPE01,2/26/2020 21:51:40,3
258629,TPP2,OPE02,2/26/2020 21:51:09,1
258628,TPP2,OPE02,2/26/2020 21:51:02,3
258627,TPP2,OPE02,2/26/2020 21:50:58,2
258626,TPP2,OPE02,2/26/2020 21:50:51,3
258625,TPP2,OPE02,2/26/2020 21:50:01,1
258624,TPP2,OPE02,2/26/2020 21:49:54,3
258623,TPP2,OPE02,2/26/2020 21:49:54,3
258622,TPP2,OPE02,2/26/2020 21:49:49,2
258621,TPP2,OPE02,2/26/2020 21:49:43,3
258620,TPP2,OPE02,2/26/2020 21:48:53,1
258619,TPP2,OPE02,2/26/2020 21:48:46,3
258618,TPP2,OPE02,2/26/2020 21:48:42,2
258617,TPP2,OPE02,2/26/2020 21:48:38,3
258616,TPP2,OPE02,2/26/2020 21:47:47,1
258615,TPP2,OPE02,2/26/2020 21:47:42,3
258614,TPP2,OPE02,2/26/2020 21:47:37,2
258613,TPP2,OPE02,2/26/2020 21:47:30,3
258612,TPP2,OPE02,2/26/2020 21:46:40,1
258611,TPP2,OPE02,2/26/2020 21:46:33,3
258610,TPP2,OPE02,2/26/2020 21:46:33,3
258609,TPP2,OPE02,2/26/2020 21:46:28,2
258608,TPP2,OPE02,2/26/2020 21:46:19,3
258607,TPP2,OPE02,2/26/2020 21:45:29,1
258606,TPP2,OPE02,2/26/2020 21:45:22,3
258605,TPP2,OPE02,2/26/2020 21:45:22,3
258604,TPP2,OPE02,2/26/2020 21:45:17,2
373569,TPP1,OPE01,2/26/2020 21:45:06,1
258603,TPP2,OPE02,2/26/2020 21:45:05,3
373568,TPP1,OPE01,2/26/2020 21:45:03,3
373567,TPP1,OPE01,2/26/2020 21:44:54,5
373566,TPP1,OPE01,2/26/2020 21:44:49,2
258602,TPP2,OPE02,2/26/2020 21:44:15,1
258601,TPP2,OPE02,2/26/2020 21:44:09,3
258600,TPP2,OPE02,2/26/2020 21:44:05,2
258599,TPP2,OPE02,2/26/2020 21:44:02,3
258598,TPP2,OPE02,2/26/2020 21:43:11,1
258597,TPP2,OPE02,2/26/2020 21:43:07,3
258596,TPP2,OPE02,2/26/2020 21:43:02,2
258595,TPP2,OPE02,2/26/2020 21:42:54,3
258594,TPP2,OPE02,2/26/2020 21:42:03,1
258593,TPP2,OPE02,2/26/2020 21:41:58,3
258592,TPP2,OPE02,2/26/2020 21:41:53,2
258591,TPP2,OPE02,2/26/2020 21:41:48,3
258590,TPP2,OPE02,2/26/2020 21:40:57,1
258589,TPP2,OPE02,2/26/2020 21:40:54,3
258588,TPP2,OPE02,2/26/2020 21:39:49,5
258587,TPP2,OPE02,2/26/2020 21:39:44,2
258586,TPP2,OPE02,2/26/2020 21:39:16,3
258585,TPP2,OPE02,2/26/2020 21:38:09,1
258584,TPP2,OPE02,2/26/2020 21:38:05,3
258583,TPP2,OPE02,2/26/2020 21:34:38,5
258582,TPP2,OPE02,2/26/2020 21:34:32,2
258581,TPP2,OPE02,2/26/2020 21:34:31,1
258580,TPP2,OPE02,2/26/2020 21:30:49,5
258579,TPP2,OPE02,2/26/2020 21:30:45,2
258578,TPP2,OPE02,2/26/2020 21:26:43,3
373565,TPP1,OPE01,2/26/2020 21:26:37,3
258577,TPP2,OPE02,2/26/2020 21:25:48,1
258576,TPP2,OPE02,2/26/2020 21:25:45,3
258575,TPP2,OPE02,2/26/2020 21:25:35,5
258574,TPP2,OPE02,2/26/2020 21:25:30,2
258573,TPP2,OPE02,2/26/2020 21:25:20,3
258572,TPP2,OPE02,2/26/2020 21:24:26,1
258571,TPP2,OPE02,2/26/2020 21:24:20,3
258570,TPP2,OPE02,2/26/2020 21:24:16,5
258569,TPP2,OPE02,2/26/2020 21:24:11,2
258568,TPP2,OPE02,2/26/2020 21:23:20,3
258567,TPP2,OPE02,2/26/2020 21:22:25,1
258566,TPP2,OPE02,2/26/2020 21:22:21,3
258565,TPP2,OPE02,2/26/2020 21:22:16,5
258564,TPP2,OPE02,2/26/2020 21:22:11,2
258563,TPP2,OPE02,2/26/2020 21:22:00,3
258562,TPP2,OPE02,2/26/2020 21:21:05,1
258561,TPP2,OPE02,2/26/2020 21:21:01,3
258560,TPP2,OPE02,2/26/2020 21:20:58,5
258559,TPP2,OPE02,2/26/2020 21:20:53,2
258558,TPP2,OPE02,2/26/2020 21:20:20,3
373564,TPP1,OPE01,2/26/2020 21:20:04,1
373563,TPP1,OPE01,2/26/2020 21:20:00,3
373562,TPP1,OPE01,2/26/2020 21:19:45,5
373561,TPP1,OPE01,2/26/2020 21:19:41,2
258557,TPP2,OPE02,2/26/2020 21:19:25,1
